#翻译
dailySheetName	韩国日报
진●주작번	真●朱雀幡
진●주작 공옥	真●朱雀蚣玉
진●주작 주건	真●朱雀蛛巾
진●재자가인 반지	真●才子佳人指环
진●재자가인 인환	真●才子佳人刃环
진●재자가인 령계	真●才子佳人灵戒
진●재자가인 혼계	真●才子佳人魂戒
맹지고상재	猛志固常在
오악도위경	五岳倒为轻
일요탐랑 투구	日曜贪狼盔
수면탄화 갑옷	兽面吞火铠
혈혼 어깨갑옷	血魂肩铠
자성 손목 보호	紫铖护手
자성 전투화	紫铖战靴
자성 허리띠	紫铖腰带
천일위일조	天地为一朝
치우폭포쇄	蚩尤瀑布碎
꽃 요괴파군 투구	火曜破军盔
도린도철 갑옷	魔麟饕餮铠
황린 어깨갑옷	皇鳞肩铠
둔용 손목 보호	遁龙护手
둔용 전투화	遁龙战靴
둔용 허리띠	遁龙腰带
채봉쌍비익	彩凤双飞翼
풍소역수한	风萧易水寒
동급현 금조	东极炫金罩
동급현 금삼	东极炫金衫
동급현 금어깨	东极炫金肩
동급현 금수	东极炫金手
동급현 금화	东极炫金鞋
적혈	赤血
명월조구주	明月照九州
승영무형사	承影无形杀
청명해 옥조	青冥海狱罩
청명해 옥삼	青冥海狱衫
청명해 옥어깨 갑옷	青冥海狱肩甲
청명해 옥수	青冥海狱手
천요멸혼 신발	天妖灭魂靴
잔설	残雪
점정용파벽	点睛龙破壁
현천참령락	玄天斩灵洛
소북염극두	小北炎极头
소북염극요	小北炎极袄
소북염극 어깨받이	小北炎极垫肩
이수 장갑	离火手套
이수 경이	离火轻履
이수 장신구	离火坠饰
발묵벽단청	泼墨碧丹青
혈정마가혹	血晶摩诃惑
해수강애두	海水江崖头
해수강애요	海水江崖袄
해수강애 어깨받이	海水江崖垫肩
현빙 장갑	玄冰手套
현빙 경이	玄冰轻履
현빙 장신구	玄冰坠饰
일세일고영	一岁一枯荣
본래무일무	本来无一物
건곤지리 사두	乾坤地理蛇兜
건곤지리 치마	乾坤地理裙
천환 주건	千幻蛛巾
천환 갈완	千幻蝎腕
천환 도이	千幻道履
천환 허리띠	千幻腰带
봉가초광인	凤歌楚狂人
취고당검소	醉古堂剑扫
구려태허 사두	九黎太虚蛇兜
구혀태허삼	九黎太虚衫
교용 주건	蛟龙蛛巾
교용 갈완	蛟龙蝎腕
교용 목리	蛟龙木履
교용 허리띠	蛟龙腰带
보물 지도	藏宝图
도마첩●강마	屠魔帖●降魔
도마첩●소요	屠魔帖●逍遥
도마첩●패자	屠魔帖●霸者
도마첩●주작	屠魔帖●朱雀
도마첩●수정	屠魔帖●水晶
도마첩●의천	屠魔帖●倚天
도마첩●청홍	屠魔帖●青虹
도마첩●적소	屠魔帖●赤霄
도마첩●진천	屠魔帖●震天
도마첩●천강	屠魔帖●天罡
행화촌	杏花村
도소주	屠苏酒
묘심약주	妙沁药酒
소량의 의 은전	碎银子
은량의 	银两
은 조각	银块
은괴	银条
은정	银锭
은 벽돌	银砖
일반 보너스	普通红包
백은 보너스	白银红包
황금 보너스	黄金红包
백금 보너스	白金红包
다이아몬드 보너스	钻石红包
호송 은(백)	镖银(白)
호송 은(녹)	镖银(绿)
호송 은(남)	镖银(蓝)
호송 은(자)	镖银(紫)
호송 은(등)	镖银(橙)
호송 금(백)	镖金(白)
호송 금(녹)	镖金(绿)
호송 금(남)	镖金(蓝)
호송 금(자)	镖金(紫)
호송 금(등)	镖金(橙)
옥 호송(백)	镖玉(白)
옥 호송(녹)	镖玉(绿)
옥 호송(남)	镖玉(蓝)
옥 호송(자)	镖玉(紫)
옥 호송(등)	镖玉(橙)
면죄금패	免罪金牌
체력단	体力丹
반변연	半边莲
보춘화	报春花
알피니아	艳山姜
백목련	白玉兰
천인국	天人菊
장생지령(무기)	长生之灵(武器)
장생지령(머리)	长生之灵(头)
장생지령(어깨)	长生之灵(肩)
장생지령(가슴)	长生之灵(胸)
장생지령(손)	长生之灵(手)
장생지령(허리)	长生之灵(腰)
장생지령(신발)	长生之灵(鞋)
장생지령(장신구)	长生之灵(饰)
장생지령(목거리)	长生之灵(项链)
장생지령(반지)	长生之灵(戒指)
경천지령(무기)	擎天之灵(武器)
경천지령(머리)	擎天之灵(头)
경천지령(어깨)	擎天之灵(肩)
경천지령(가슴)	擎天之灵(胸)
경천지령(손)	擎天之灵(手)
경천지령(허리)	擎天之灵(腰)
경천지령(신발)	擎天之灵(鞋)
경천지령(장신구)	擎天之灵(饰)
경천지령(목거리)	擎天之灵(项链)
경천지령(반지)	擎天之灵(戒指)
경장지령(무기)	琼浆之灵(武器)
경장지령(머리)	琼浆之灵(头)
경장지령(어깨)	琼浆之灵(肩)
경장지령(가슴)	琼浆之灵(胸)
경장지령(손)	琼浆之灵(手)
경장지령(허리)	琼浆之灵(腰)
경장지령(신발)	琼浆之灵(鞋)
경장지령(장신구)	琼浆之灵(饰)
경장지령(목거리)	琼浆之灵(项链)
경장지령(반지)	琼浆之灵(戒指)
금탕지령(무기)	金汤之灵(武器)
금탕지령(머리)	金汤之灵(头)
금탕지령(어깨)	金汤之灵(肩)
금탕지령(가슴)	金汤之灵(胸)
금탕지령(손)	金汤之灵(手)
금탕지령(허리)	金汤之灵(腰)
금탕지령(신발)	金汤之灵(鞋)
금탕지령(장신구)	金汤之灵(饰)
금탕지령(목거리)	金汤之灵(项链)
금탕지령(반지)	金汤之灵(戒指)
강람지령(무기)	罡岚之灵(武器)
강람지령(머리)	罡岚之灵(头)
강람지령(어깨)	罡岚之灵(肩)
강람지령(가슴)	罡岚之灵(胸)
강람지령(손)	罡岚之灵(手)
강람지령(허리)	罡岚之灵(腰)
강람지령(신발)	罡岚之灵(鞋)
강람지령(장신구)	罡岚之灵(饰)
강람지령(목거리)	罡岚之灵(项链)
강람지령(반지)	罡岚之灵(戒指)
리화지령(무기)	离火之灵(武器)
리화지령(머리)	离火之灵(头)
리화지령(어깨)	离火之灵(肩)
리화지령(가슴)	离火之灵(胸)
리화지령(손)	离火之灵(手)
리화지령(허리)	离火之灵(腰)
리화지령(신발)	离火之灵(鞋)
리화지령(장신구)	离火之灵(饰)
리화지령(목거리)	离火之灵(项链)
리화지령(반지)	离火之灵(戒指)
현빙지령(무기)	玄冰之灵(武器)
현빙지령(머리)	玄冰之灵(头)
현빙지령(어깨)	玄冰之灵(肩)
현빙지령(가슴)	玄冰之灵(胸)
현빙지령(손)	玄冰之灵(手)
현빙지령(허리)	玄冰之灵(腰)
현빙지령(신발)	玄冰之灵(鞋)
현빙지령(장신구)	玄冰之灵(饰)
현빙지령(목거리)	玄冰之灵(项链)
현빙지령(반지)	玄冰之灵(戒指)
구풍지령(무기)	飓风之灵(武器)
구풍지령(머리)	飓风之灵(头)
구풍지령(어깨)	飓风之灵(肩)
구풍지령(가슴)	飓风之灵(胸)
구풍지령(손)	飓风之灵(手)
구풍지령(허리)	飓风之灵(腰)
구풍지령(신발)	飓风之灵(鞋)
구풍지령(장신구)	飓风之灵(饰)
구풍지령(목거리)	飓风之灵(项链)
구풍지령(반지)	飓风之灵(戒指)
경뢰지령(무기)	惊雷之灵(武器)
경뢰지령(머리)	惊雷之灵(头)
경뢰지령(어깨)	惊雷之灵(肩)
경뢰지령(가슴)	惊雷之灵(胸)
경뢰지령(손)	惊雷之灵(手)
경뢰지령(허리)	惊雷之灵(腰)
경뢰지령(신발)	惊雷之灵(鞋)
경뢰지령(장신구)	惊雷之灵(饰)
경뢰지령(목거리)	惊雷之灵(项链)
경뢰지령(반지)	惊雷之灵(戒指)
어화지령(무기)	御火之灵(武器)
어화지령(머리)	御火之灵(头)
어화지령(어깨)	御火之灵(肩)
어화지령(가슴)	御火之灵(胸)
어화지령(손)	御火之灵(手)
어화지령(허리)	御火之灵(腰)
어화지령(신발)	御火之灵(鞋)
어화지령(장신구)	御火之灵(饰)
어화지령(목거리)	御火之灵(项链)
어화지령(반지)	御火之灵(戒指)
어빙지령(무기)	御冰之灵(武器)
어빙지령(머리)	御冰之灵(头)
어빙지령(어깨)	御冰之灵(肩)
어빙지령(가슴)	御冰之灵(胸)
어빙지령(손)	御冰之灵(手)
어빙지령(허리)	御冰之灵(腰)
어빙지령(신발)	御冰之灵(鞋)
어빙지령(장신구)	御冰之灵(饰)
어빙지령(목거리)	御冰之灵(项链)
어빙지령(반지)	御冰之灵(戒指)
어풍지령(무기)	御风之灵(武器)
어풍지령(머리)	御风之灵(头)
어풍지령(어깨)	御风之灵(肩)
어풍지령(가슴)	御风之灵(胸)
어풍지령(손)	御风之灵(手)
어풍지령(허리)	御风之灵(腰)
어풍지령(신발)	御风之灵(鞋)
어풍지령(장신구)	御风之灵(饰)
어풍지령(목거리)	御风之灵(项链)
어풍지령(반지)	御风之灵(戒指)
어뢰지령(무기)	御雷之灵(武器)
어뢰지령(머리)	御雷之灵(头)
어뢰지령(어깨)	御雷之灵(肩)
어뢰지령(가슴)	御雷之灵(胸)
어뢰지령(손)	御雷之灵(手)
어뢰지령(허리)	御雷之灵(腰)
어뢰지령(신발)	御雷之灵(鞋)
어뢰지령(장신구)	御雷之灵(饰)
어뢰지령(목거리)	御雷之灵(项链)
어뢰지령(반지)	御雷之灵(戒指)
역천장비 금낭	逆天装备锦囊
선총 보물상자	仙宠宝箱
주황색 미주 금낭	橙色美酒锦囊
보라색 미주 금낭	紫色美酒锦囊
영총 보물상자	灵宠宝箱
역천 장비 보물상자	逆天装备宝箱
극품 장비 보물상자	极品装备宝箱
전설 장비 보물상자	传说装备宝箱
미주 금낭	美酒锦囊
VIP장비 선낭	VIP回归仙囊
보석 죽청(1레벨)	宝石竹清(1级)
보석 죽청(2레벨)	宝石竹清(2级)
보석 죽청(3레벨)	宝石竹清(3级)
보석 죽청(4레벨)	宝石竹清(4级)
보석 죽청(5레벨)	宝石竹清(5级)
보석 죽청(6레벨)	宝石竹清(6级)
보석 죽청(7레벨)	宝石竹清(7级)
보석 죽청(8레벨)	宝石竹清(8级)
보석 죽청(9레벨)	宝石竹清(9级)
보석 지향(1레벨)	宝石枳香(1级)
보석 지향(2레벨)	宝石枳香(2级)
보석 지향(3레벨)	宝石枳香(3级)
보석 지향(4레벨)	宝石枳香(4级)
보석 지향(5레벨)	宝石枳香(5级)
보석 지향(6레벨)	宝石枳香(6级)
보석 지향(7레벨)	宝石枳香(7级)
보석 지향(8레벨)	宝石枳香(8级)
보석 지향(9레벨)	宝石枳香(9级)
보석 유귤(1레벨)	宝石幽橘(1级)
보석 유귤(2레벨)	宝石幽橘(2级)
보석 유귤(3레벨)	宝石幽橘(3级)
보석 유귤(4레벨)	宝石幽橘(4级)
보석 유귤(5레벨)	宝石幽橘(5级)
보석 유귤(6레벨)	宝石幽橘(6级)
보석 유귤(7레벨)	宝石幽橘(7级)
보석 유귤(8레벨)	宝石幽橘(8级)
보석 유귤(9레벨)	宝石幽橘(9级)
보석 묵륜(1레벨)	宝石墨轮(1级)
보석 묵륜(2레벨)	宝石墨轮(2级)
보석 묵륜(3레벨)	宝石墨轮(3级)
보석 묵륜(4레벨)	宝石墨轮(4级)
보석 묵륜(5레벨)	宝石墨轮(5级)
보석 묵륜(6레벨)	宝石墨轮(6级)
보석 묵륜(7레벨)	宝石墨轮(7级)
보석 묵륜(8레벨)	宝石墨轮(8级)
보석 묵륜(9레벨)	宝石墨轮(9级)
보석 담천(1레벨)	宝石湛天(1级)
보석 담천(2레벨)	宝石湛天(2级)
보석 담천(3레벨)	宝石湛天(3级)
보석 담천(4레벨)	宝石湛天(4级)
보석 담천(5레벨)	宝石湛天(5级)
보석 담천(6레벨)	宝石湛天(6级)
보석 담천(7레벨)	宝石湛天(7级)
보석 담천(8레벨)	宝石湛天(8级)
보석 담천(9레벨)	宝石湛天(9级)
보석 염분(1레벨)	宝石炎焚(1级)
보석 염분(2레벨)	宝石炎焚(2级)
보석 염분(3레벨)	宝石炎焚(3级)
보석 염분(4레벨)	宝石炎焚(4级)
보석 염분(5레벨)	宝石炎焚(5级)
보석 염분(6레벨)	宝石炎焚(6级)
보석 염분(7레벨)	宝石炎焚(7级)
보석 염분(8레벨)	宝石炎焚(8级)
보석 염분(9레벨)	宝石炎焚(9级)
보석 혼돈(1레벨)	宝石混沌(1级)
보석 혼돈(2레벨)	宝石混沌(2级)
보석 혼돈(3레벨)	宝石混沌(3级)
보석 혼돈(4레벨)	宝石混沌(4级)
보석 혼돈(5레벨)	宝石混沌(5级)
보석 혼돈(6레벨)	宝石混沌(6级)
보석 혼돈(7레벨)	宝石混沌(7级)
보석 혼돈(8레벨)	宝石混沌(8级)
보석 혼돈(9레벨)	宝石混沌(9级)
보석 무상(1레벨)	宝石无相(1级)
보석 무상(2레벨)	宝石无相(2级)
보석 무상(3레벨)	宝石无相(3级)
보석 무상(4레벨)	宝石无相(4级)
보석 무상(5레벨)	宝石无相(5级)
보석 무상(6레벨)	宝石无相(6级)
보석 무상(7레벨)	宝石无相(7级)
보석 무상(8레벨)	宝石无相(8级)
보석 무상(9레벨)	宝石无相(9级)
보석 마연(1레벨)	宝石魔渊(1级)
보석 마연(2레벨)	宝石魔渊(2级)
보석 마연(3레벨)	宝石魔渊(3级)
보석 마연(4레벨)	宝石魔渊(4级)
보석 마연(5레벨)	宝石魔渊(5级)
보석 마연(6레벨)	宝石魔渊(6级)
보석 마연(7레벨)	宝石魔渊(7级)
보석 마연(8레벨)	宝石魔渊(8级)
보석 마연(9레벨)	宝石魔渊(9级)
보석분혁(4레벨)	宝石焚焱(4级)
보석분혁(5레벨)	宝石焚焱(5级)
보석분혁(6레벨)	宝石焚焱(6级)
보석분혁(7레벨)	宝石焚焱(7级)
보석분혁(8레벨)	宝石焚焱(8级)
보석분혁(9레벨)	宝石焚焱(9级)
보석분천(4레벨)	宝石焚天(4级)
보석분천(5레벨)	宝石焚天(5级)
보석분천(6레벨)	宝石焚天(6级)
보석분천(7레벨)	宝石焚天(7级)
보석분천(8레벨)	宝石焚天(8级)
보석분천(9레벨)	宝石焚天(9级)
보석분황(4레벨)	宝石焚荒(4级)
보석분황(5레벨)	宝石焚荒(5级)
보석분황(6레벨)	宝石焚荒(6级)
보석분황(7레벨)	宝石焚荒(7级)
보석분황(8레벨)	宝石焚荒(8级)
보석분황(9레벨)	宝石焚荒(9级)
보석분융(4레벨)	宝石焚融(4级)
보석분융(5레벨)	宝石焚融(5级)
보석분융(6레벨)	宝石焚融(6级)
보석분융(7레벨)	宝石焚融(7级)
보석분융(8레벨)	宝石焚融(8级)
보석분융(9레벨)	宝石焚融(9级)
보석한빙(4레벨)	宝石寒冰(4级)
보석한빙(5레벨)	宝石寒冰(5级)
보석한빙(6레벨)	宝石寒冰(6级)
보석한빙(7레벨)	宝石寒冰(7级)
보석한빙(8레벨)	宝石寒冰(8级)
보석한빙(9레벨)	宝石寒冰(9级)
보석한상(4레벨)	宝石寒霜(4级)
보석한상(5레벨)	宝石寒霜(5级)
보석한상(6레벨)	宝石寒霜(6级)
보석한상(7레벨)	宝石寒霜(7级)
보석한상(8레벨)	宝石寒霜(8级)
보석한상(9레벨)	宝石寒霜(9级)
보석한우(4레벨)	宝石寒雨(4级)
보석한우(5레벨)	宝石寒雨(5级)
보석한우(6레벨)	宝石寒雨(6级)
보석한우(7레벨)	宝石寒雨(7级)
보석한우(8레벨)	宝石寒雨(8级)
보석한우(9레벨)	宝石寒雨(9级)
보석한전(4레벨)	宝石寒颤(4级)
보석한전(5레벨)	宝石寒颤(5级)
보석한전(6레벨)	宝石寒颤(6级)
보석한전(7레벨)	宝石寒颤(7级)
보석한전(8레벨)	宝石寒颤(8级)
보석한전(9레벨)	宝石寒颤(9级)
보석뢰정(4레벨)	宝石雷霆(4级)
보석뢰정(5레벨)	宝石雷霆(5级)
보석뢰정(6레벨)	宝石雷霆(6级)
보석뢰정(7레벨)	宝石雷霆(7级)
보석뢰정(8레벨)	宝石雷霆(8级)
보석뢰정(9레벨)	宝石雷霆(9级)
보석뢰격(4레벨)	宝石雷击(4级)
보석뢰격(5레벨)	宝石雷击(5级)
보석뢰격(6레벨)	宝石雷击(6级)
보석뢰격(7레벨)	宝石雷击(7级)
보석뢰격(8레벨)	宝石雷击(8级)
보석뢰격(9레벨)	宝石雷击(9级)
보석뢰명(4레벨)	宝石雷鸣(4级)
보석뢰명(5레벨)	宝石雷鸣(5级)
보석뢰명(6레벨)	宝石雷鸣(6级)
보석뢰명(7레벨)	宝石雷鸣(7级)
보석뢰명(8레벨)	宝石雷鸣(8级)
보석뢰명(9레벨)	宝石雷鸣(9级)
보석뢰제(4레벨)	宝石雷诸(4级)
보석뢰제(5레벨)	宝石雷诸(5级)
보석뢰제(6레벨)	宝石雷诸(6级)
보석뢰제(7레벨)	宝石雷诸(7级)
보석뢰제(8레벨)	宝石雷诸(8级)
보석뢰제(9레벨)	宝石雷诸(9级)
보석질풍(4레벨)	宝石疾风(4级)
보석질풍(5레벨)	宝石疾风(5级)
보석질풍(6레벨)	宝石疾风(6级)
보석질풍(7레벨)	宝石疾风(7级)
보석질풍(8레벨)	宝石疾风(8级)
보석질풍(9레벨)	宝石疾风(9级)
보석삭풍(4레벨)	宝石朔风(4级)
보석삭풍(5레벨)	宝石朔风(5级)
보석삭풍(6레벨)	宝石朔风(6级)
보석삭풍(7레벨)	宝石朔风(7级)
보석삭풍(8레벨)	宝石朔风(8级)
보석삭풍(9레벨)	宝石朔风(9级)
보석광풍(4레벨)	宝石狂风(4级)
보석광풍(5레벨)	宝石狂风(5级)
보석광풍(6레벨)	宝石狂风(6级)
보석광풍(7레벨)	宝石狂风(7级)
보석광풍(8레벨)	宝石狂风(8级)
보석광풍(9레벨)	宝石狂风(9级)
보석폭풍(4레벨)	宝石暴风(4级)
보석폭풍(5레벨)	宝石暴风(5级)
보석폭풍(6레벨)	宝石暴风(6级)
보석폭풍(7레벨)	宝石暴风(7级)
보석폭풍(8레벨)	宝石暴风(8级)
보석폭풍(9레벨)	宝石暴风(9级)
백금 무기 비단주머니	白金武器锦囊
지존 방어도구 비단주머니	至尊防具锦囊
두신 장비주머니	斗神装备袋
완벽 보라색 가슴갑옷	完美紫胸甲
완벽 보라색 신발	完美紫鞋
완벽 보라색 투구	完美紫头盔
완벽 보라색 반지	完美紫戒指
완벽 보라색 손목 보호	完美紫护手
고급 완벽 보라색 가슴갑옷	高级完美紫胸甲
고급 완벽 보라색 신발	高级完美紫鞋
고급 완벽 보라색 투구	高级完美紫头盔
고급 완벽 보라색 반지	高级完美紫戒指
고급 완벽 보라색 손목 보호	高级完美紫护手
30레벨 패키지	30级大礼包
50레벨 패키지	50级大礼包
70레벨 패키지	70级大礼包
40레벨 보라색 장비주머니	40级紫色装备袋
60레벨 보라색 장비주머니	60级紫色装备袋
신비한 보석주머니	神秘宝石仙袋
1위 격파 패키지	冠军击退礼包
2위 격파 패키지	亚军击退礼包
3위 격파 패키지	季军击退礼包
영웅 격파 패키지	英雄击杀礼包
방주 2레벨 보석 패키지(최고급)	方舟2级宝石礼包(顶级)
방주 3레벨 보석 패키지(최고급)	方舟3级宝石礼包(顶级)
방주 4레벨 보석 패키지(최고급)	方舟4级宝石礼包(顶级)
방주 5레벨 보석 패키지(최고급)	方舟5级宝石礼包(顶级)
축기 초급 장비 보물상자	筑基低品装备宝箱
축기 중급 장비 보물상자	筑基中品装备宝箱
축기 고급 장비 보물상자	筑基高品装备宝箱
개광 초급 장비 보물상자	开光低品装备宝箱
개광 중급 장비 보물상자	开光中品装备宝箱
개광 고급 장비 보물상자	开光高品装备宝箱
금단 초급 장비 보물상자	金丹低品装备宝箱
금단 중급 장비 보물상자	金丹中品装备宝箱
금단 고급 장비 보물상자	金丹高品装备宝箱
원영 초급 장비 보물상자	元婴低品装备宝箱
원영 중급 장비 보물상자	元婴中品装备宝箱
원영 고급 장비 보물상자	元婴高品装备宝箱
출규 초급 장비 보물상자	出窍低品装备宝箱
출규 중급 장비 보물상자	出窍中品装备宝箱
출규 고급 장비 보물상자	出窍高品装备宝箱
합체 초급 장비 보물상자	合体低品装备宝箱
합체 중급 장비 보물상자	合体中品装备宝箱
합체 고급 장비 보물상자	合体高品装备宝箱
도겁 초급 장비 보물상자	渡劫低品装备宝箱
도겁 중급 장비 보물상자	渡劫中品装备宝箱
도겁 고급 장비 보물상자	渡劫高品装备宝箱
적멸 초급 장비 보물상자	寂灭低品装备宝箱
적멸 중급 장비 보물상자	寂灭中品装备宝箱
적멸 고급 장비 보물상자	寂灭高品装备宝箱
대승 초급 장비 보물상자	大乘低品装备宝箱
대승 중급 장비 보물상자	大乘中品装备宝箱
대승 고급 장비 보물상자	大乘高品装备宝箱
왕선 초급 장비 보물상자	忘仙低品装备宝箱
왕선 중급 장비 보물상자	忘仙中品装备宝箱
왕선 고급 장비 보물상자	忘仙高品装备宝箱
완벽 선물 보물상자	完美礼品宝箱
완벽 선물 보물 상자(135레벨)	完美礼品宝箱(135级)
VIP 1레벨 보물상자	VIP1级宝箱
VIP 2레벨 보물상자	VIP2级宝箱
VIP 3레벨 보물상자	VIP3级宝箱
VIP 4레벨 보물상자	VIP4级宝箱
VIP 5레벨 보물상자	VIP5级宝箱
VIP 6레벨 보물상자	VIP6级宝箱
VIP 7레벨 보물상자	VIP7级宝箱
VIP 8레벨 보물상자	VIP8级宝箱
VIP 9레벨 보물상자	VIP9级宝箱
VIP 10레벨 보물상자	VIP10级宝箱
연옥마갑	炼狱魔匣
골동품	古董
